beer_name,style,brewery,city,abv,num_ratings,ba_score
Space Diamonds (Double Dry-Hopped),New England IPA,Other Half Brewing Co.,Brooklyn,8.5,239,4.45
Double Dry Hopped Mylar Daydream,New England IPA,Other Half Brewing Co.,Brooklyn,8.8,125,4.45
Second Wave,New England IPA,Sand City Brewing Co.,Northport,8,93,4.45
Double Dry-Hopped Tesseract,American Imperial IPA,Grimm Artisanal Ales,Brooklyn,8,79,4.45
Radical ONE,American Imperial IPA,Sand City Brewing Co.,Northport,8.2,58,4.45
Even Mo Ever Mais,American Imperial IPA,Sand City Brewing Co.,Northport,8.7,14,4.45
Straight Outta Middletown,American Imperial IPA,Equilibrium Brewery,Middletown,10,13,4.45
Dematerialize,New England IPA,Finback Brewery,Queens,7.8,6,4.45
Dream Lab,American Imperial IPA,Equilibrium Brewery,Middletown,10.2,6,4.45
Enigma Kolsch,German Kölsch,Ithaca Beer Company,Ithaca,?,4,4.45
Flying Colors,American Wild Ale,Bacchus & The Brewery at Bacchus,New Paltz,?,3,4.45
Hazy Roots,New England IPA,District 96 Beer Factory,New City,6,3,4.45
Sexual Frustration,American Imperial IPA,District 96 Beer Factory,New City,8,3,4.45
Green City (Green Version),American Imperial IPA,Other Half Brewing Co.,Brooklyn,10.5,3,4.45
Lucy's Sour Strawberry Wheat Ale,American Pale Wheat Ale,Broken Bow Brewery,Tuckahoe,6,1,4.45
Blenderie Ommegang - Blend #002: Zen & Zymurgy,Belgian Saison,Brewery Ommegang,Cooperstown,5.7,1,4.45
Other Half / Equilibrium ...Hello Gentlemen And Will,American Stout,Other Half Brewing Co.,Brooklyn,15.5,1,4.45
Bronx Boost Jack,American Imperial IPA,Thin Man Brewery,Buffalo,9,1,4.45
Mosaic IPA,New England IPA,Other Half Brewing Co.,Brooklyn,7.2,390,4.44
Fluctuation,New England IPA,Equilibrium Brewery,Middletown,8.1,126,4.44
Between The Dead,American Imperial Stout,Finback Brewery,Queens,10,75,4.44
Green Power,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8,73,4.44
Space Daydream Imperial Oat Cream IPA,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,63,4.44
A Diamond In The Rough,American Imperial IPA,Sand City Brewing Co.,Northport,8.5,34,4.44
Soup Du Jour - Galaxy,New England IPA,Sand City Brewing Co.,Northport,7,33,4.44
Triple Simcoe Daydream,American Imperial IPA,Other Half Brewing Co.,Brooklyn,10.5,28,4.44
Silhouette,American Wild Ale,Hudson Valley Brewery,Beacon,8,27,4.44
III Little Birds,American Imperial IPA,Sand City Brewing Co.,Northport,10.2,18,4.44
Indigo Hands,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.1,15,4.44
Big White Cloud,Russian Imperial Stout,Root + Branch Brewing,Copiauge,9.5,13,4.44
One-Dimensional Man,American Imperial IPA,Root + Branch Brewing,Copiauge,8,12,4.44
Evil Twin / Prairie - Double Barrel Bible Belt,American Imperial Stout,Evil Twin Brewing,Brooklyn,14,11,4.44
Double Something Mosaic,American Imperial IPA,Finback Brewery,Queens,8,10,4.44
Raining Belma,American Imperial IPA,Equilibrium Brewery,Middletown,8.1,10,4.44
Other Half / Weldwerks - Front Range Daydream,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.4,10,4.44
The Problem of Other Minds,New England IPA,Hudson Valley Brewery,Beacon,8,9,4.44
Big Brown,American Brown Ale,Pine Island Brewing Company,Pine Island,10.5,8,4.44
Fear City,American Barleywine,Bridge and Tunnel Brewery,Queens,12,4,4.44
Leto,American Imperial Stout,Mortalis Brewing Co.,Avon,11.1,4,4.44
Tears Of The Goddess - Raspberry And Vanilla,American Wild Ale,Mortalis Brewing Co.,Avon,8,4,4.44
Dark IPA,American Black Ale,Swiftwater Brewing Company,Rochester,5.3,3,4.44
Slightly Fuzzy - Raspberry & Lime,Berliner Weisse,Beer Tree Brew Co.,Port Crane,4.5,2,4.44
Roosh Bomb,New England IPA,Prison City Pub & Brewery,Auburn,7.1,2,4.44
Mars Patrol,American IPA,Sloop Brewing Co. @ the Factory,Hopewell Junction,6.5,2,4.44
Where’s That Confounded Bridge?,New England IPA,SingleCut Beersmiths,Queens,8.2,2,4.44
Wabi-sabi Vol. 1,American Wild Ale,Weaver Hollow Brewery,Andes,5,1,4.44
Wee Heavy,Scotch Ale / Wee Heavy,C.H. Evans Brewing Company,Albany,10.9,1,4.44
Glow Up - Spuyten Duyvil 15th Anniversary (Plum),Berliner Weisse,Folksbier Brewery,Brooklyn,4.5,1,4.44
"Hydra - Raspberries, Peach And Black Currant",American Wild Ale,Mortalis Brewing Co.,Avon,7,1,4.44
"Other Half / Captain Lawrence - Into The NY Night: Marcona Almonds, Vanilla",American Imperial Stout,Other Half Brewing Co.,Brooklyn,13,1,4.44
Frederick Porter,American Porter,Stoneyard Brewing Company,Brockport,6.5,1,4.44
Magnetic Compass,New England IPA,Grimm Artisanal Ales,Brooklyn,6.4,294,4.43
Other Half / Trillium - Like Whoa,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,139,4.43
Space Daydream - Double Dry-Hopped,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,87,4.43
Some People Are Immune To Good Advice,American Imperial Stout,Evil Twin Brewing,Brooklyn,10.7,58,4.43
"We've Been Out There in Orbit (with Coffee, Vanilla, Cacao Nibs and Hazelnu",American Imperial Stout,Other Half Brewing Co.,Brooklyn,14.5,15,4.43
Simcoe + Vic Secret,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,12,4.43
Entropy,American Imperial IPA,Woodstock Brewing,Phoenicia,7.6,4,4.43
I See You,American Pale Ale (APA),Folksbier Brewery,Brooklyn,5.6,4,4.43
Bonafide Black Ale,American Black Ale,Roots Brewing Company,Oneonta,6.5,4,4.43
Single batch #16,American Imperial IPA,"Middle Ages Brewing Co., Ltd.",Syracuse,8.5,3,4.43
Summer Whoa: 2018,Fruit and Field Beer,Suarez Family Brewery,Hudson,5.6,3,4.43
Euphoric Visions,New England IPA,Beer Tree Brew Co.,Port Crane,7.1,2,4.43
Save That Money,New England IPA,Beer Tree Brew Co.,Port Crane,8.1,2,4.43
Double Freshie,American Imperial IPA,Southern Tier Brewing Company,Lakewood,8.2,2,4.43
Cocoa Beans,English Sweet / Milk Stout,Beer Tree Brew Co.,Port Crane,6.8,1,4.43
Chatham Lager Rythm,American Amber / Red Lager,"Chatham Brewing, LLC",Chatham,4.5,1,4.43
"Smoothie Dreams - Guava, passion fruit, vanilla and milk sugar",New England IPA,Captain Lawrence Brewing Co.,Elmsford,7.2,1,4.43
Tears Of The Goddess - Peaches + Plums + Lemon Grass,American Wild Ale,Mortalis Brewing Co.,Avon,8,1,4.43
Pearl,American Pale Ale (APA),The North Brewery,Endicott,4.9,1,4.43
Pale Blue Dot,Belgian Saison,Strong Rope Brewery,Brooklyn,6.4,1,4.43
Beechwood Smoked Pils,German Pilsner,Steuben Brewing Company,Hammondsport,4.9,1,4.43
Softly Spoken Magic Spells,New England IPA,SingleCut Beersmiths,Queens,8.6,929,4.42
Afterimage,New England IPA,Grimm Artisanal Ales,Brooklyn,8,594,4.42
Double Mosaic Dream,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,243,4.42
Second Anniversary DIPA,New England IPA,Other Half Brewing Co.,Brooklyn,9,191,4.42
Double Dry Hopped Bon Bon 2X TNT IIPA,New England IPA,SingleCut Beersmiths,Queens,8.2,80,4.42
dHop2,American Imperial IPA,Equilibrium Brewery,Middletown,8.5,64,4.42
Double Dry Hopped Citra Daydream,New England IPA,Other Half Brewing Co.,Brooklyn,6,61,4.42
Double Dry Hopped Powdered Cheese,New England IPA,Other Half Brewing Co.,Brooklyn,8,44,4.42
Citra Daydream Oat Cream IPA,New England IPA,Other Half Brewing Co.,Brooklyn,6,35,4.42
Straight Outta The Laboratory,New England IPA,Equilibrium Brewery,Middletown,10.2,33,4.42
100 Feet North 'Vintage',Belgian Saison,Suarez Family Brewery,Hudson,?,27,4.42
Aquila,New England IPA,Equilibrium Brewery,Middletown,8,16,4.42
Sand City / Great Notion - Lava Dome,American Imperial Stout,Sand City Brewing Co.,Northport,15,12,4.42
There And Back Again (Apricots & Peaches),American Wild Ale,Equilibrium Brewery,Middletown,6,11,4.42
Double Dry Hopped Hop Showers w/ Simcoe,New England IPA,Other Half Brewing Co.,Brooklyn,7.4,11,4.42
"Panna, Fragole, e Cioccolato",American Imperial Stout,Other Half Brewing Co.,Brooklyn,14.4,10,4.42
Other Half / Gigantic - Wilfred’s Paradox,American Imperial Stout,Other Half Brewing Co.,Brooklyn,13.8,9,4.42
Salute Your Shorts,American Imperial IPA,Beer Tree Brew Co.,Port Crane,8.4,3,4.42
Rogue Space Monkey,New England IPA,Pressure Drop Brewing,Buffalo,6,3,4.42
Duke of Erle,American Imperial Stout,C.H. Evans Brewing Company,Albany,9,2,4.42
Horchata Sucia,American Brown Ale,Interboro Spirits and Ales,Brooklyn,9,2,4.42
Tantric Sipper,American Wheatwine Ale,Mortalis Brewing Co.,Avon,11,2,4.42
FT4 (Full Timer 4),Braggot,Rushing Duck Brewing Company,Chester,7.7,2,4.42
Dare To Know,American IPA,Threes Brewing,Brooklyn,6.5,2,4.42
To Hell With Good Intentions,American Imperial Stout,Yonkers Brewing Co.,Yonkers,9,1,4.42
Table Plum,American Wild Ale,Common Roots Brewing Company,South Glens Falls,4,1,4.42
Nova,American Imperial IPA,Galaxy Brewing Company,Binghamton,8.9,1,4.42
Rising Storm / Mortalis - Shared Responsibility,American Wild Ale,Rising Storm Brewing Co,Avon,7.3,1,4.42
All Green Everything,New England IPA,Other Half Brewing Co.,Brooklyn,10.5,"1,097",4.41
Bloom,New England IPA,Hudson Valley Brewery,Beacon,8,42,4.41
Orange Crush,New England IPA,Finback Brewery,Queens,8.3,34,4.41
Fractal Citra/Galaxy,New England IPA,Equilibrium Brewery,Middletown,6.8,25,4.41
"Powers, Roots & Radicals",American Imperial IPA,Sand City Brewing Co.,Northport,8.5,25,4.41
Jadda!,American Imperial Stout,Finback Brewery,Queens,9.3,23,4.41
Sammy Was Low DDH IIPA,New England IPA,SingleCut Beersmiths,Queens,8.2,21,4.41
Double Dry Hopped Double Nelson Daydream,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,19,4.41
Double Dry Hopped Oh... Forever,New England IPA,Other Half Brewing Co.,Brooklyn,8,18,4.41
Triple Space Diamonds,American Imperial IPA,Other Half Brewing Co.,Brooklyn,10.5,15,4.41
Other Half / Weldwerks - Blueberry Crunchee,Berliner Weisse,Other Half Brewing Co.,Brooklyn,7.4,12,4.41
Imperial Cerberus,American Imperial Stout,The North Brewery,Endicott,12,8,4.41
Imperium,American Imperial IPA,Equilibrium Brewery,Middletown,8,7,4.41
Interboro / Prison City - MAD FAT! Riot,American IPA,Interboro Spirits and Ales,Brooklyn,7,7,4.41
Viking Tango,American IPA,Kings County Brewers Collective (KCBC),Brooklyn,7,4,4.41
Apollyon,American Stout,The North Brewery,Endicott,9,4,4.41
Goldenrod,American Pale Ale (APA),Decadent Ales,Mamaroneck,6.3,3,4.41
Big Boy Porter,American Imperial Porter,The North Brewery,Endicott,8,3,4.41
Windfall,Belgian Saison,Suarez Family Brewery,Hudson,?,3,4.41
Zest,New England IPA,Beer Tree Brew Co.,Port Crane,7.1,2,4.41
Rho,American Imperial Stout,Equilibrium Brewery,Middletown,?,2,4.41
Hydra - Mango + Peach + Raspberry,American Wild Ale,Mortalis Brewing Co.,Avon,?,2,4.41
Vienna Lager,Vienna Lager,Naked Dove Brewing Company,Canandaigua,6,1,4.41
That Boy Good! (Cask with blueberries),American IPA,Prison City Pub & Brewery,Auburn,6.5,1,4.41
Turn The Hat,American Strong Ale,Strong Rope Brewery,Brooklyn,8.8,1,4.41
Tesseract,American Imperial IPA,Grimm Artisanal Ales,Brooklyn,8,571,4.4
Enigma + Galaxy,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,53,4.4
Wildstyle,American Imperial IPA,LIC Beer Project,Queens,9,49,4.4
Cream Of Broccoli,New England IPA,Other Half Brewing Co.,Brooklyn,7.9,40,4.4
Double Dry Hopped Vapor Ringz,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.4,29,4.4
King Tut Hat,American Imperial IPA,Bacchus & The Brewery at Bacchus,New Paltz,9,24,4.4
Simcoe + Galaxy,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,20,4.4
DDH Mo' Shuggie,American IPA,SingleCut Beersmiths,Queens,7.2,18,4.4
A Thousand Years,American Imperial Stout,Finback Brewery,Queens,10.3,17,4.4
Snowbirds 3,American Imperial Stout,Other Half Brewing Co.,Brooklyn,16,15,4.4
Me,New England IPA,Finback Brewery,Queens,6.8,12,4.4
Evil Twin / J. Wakefield - Miami's Finest,American Imperial Stout,Evil Twin Brewing NYC,Queens,15.5,12,4.4
Citra + Mosaic,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,12,4.4
Finback / Tripping Animals - Cats are Forever,American Imperial IPA,Finback Brewery,Queens,9,11,4.4
Oscillation 014,New England IPA,Finback Brewery,Queens,8,9,4.4
That’s What Happens When You Let Dad Outta The House,American IPA,Evil Twin Brewing,Brooklyn,6.5,9,4.4
Equilibrium / District 96 - Sexier Fluctuation,American Imperial IPA,Equilibrium Brewery,Middletown,10,9,4.4
Secret Spot: Crab Meadow,New England IPA,Sand City Brewing Co.,Northport,8.5,9,4.4
Merkel (Balaton),Belgian Saison,Suarez Family Brewery,Hudson,?,9,4.4
Emissary,New England IPA,Hudson Valley Brewery,Beacon,6,8,4.4
Diablo Escuro,American Imperial Stout,Sand City Brewing Co.,Northport,11.9,6,4.4
XPA 8.0,American IPA,Woodcock Brothers Brewing Company,Wilson,6.5,4,4.4
Milk of the Gods - Key Lime Pie,New England IPA,Mortalis Brewing Co.,Avon,8,4,4.4
Green City (Pink Version),American Imperial IPA,Other Half Brewing Co.,Brooklyn,10.5,3,4.4
Chai Milk Stout,English Sweet / Milk Stout,Cave Mountain Brewing Company,Windham,?,2,4.4
Christmas Ale,Herb and Spice Beer,Van Dyck - Mad Jack Brewing,Schenectady,?,1,4.4
Beacon,American Wild Ale,Brown's Brewing Company,Troy,6.5,1,4.4
A Representation Of Wild Things - Plan Bee,American Wild Ale,Common Roots Brewing Company,South Glens Falls,5.2,1,4.4
Peanut Butter Maple Oatmeal Cookie,American Imperial Stout,Decadent Ales,Mamaroneck,11.8,1,4.4
Dr. Oktavius,German Pilsner,Thin Man Brewery,Buffalo,4.2,1,4.4
No Limos Either,Foreign / Export Stout,Rushing Duck Brewing Company,Chester,12.5,1,4.4
Ya Dun Goofed,American Strong Ale,Rushing Duck Brewing Company,Chester,11.5,1,4.4
Back To The Islands,American Imperial IPA,Rough Cut Brewing Co.,Kerhonkson,8.2,1,4.4
Impulsive Pale Ale,American Pale Ale (APA),Stoneyard Brewing Company,Brockport,5.2,1,4.4
Double Dry Hopped Broccoli,New England IPA,Other Half Brewing Co.,Brooklyn,7.9,194,4.39
BQE - Barrel Aged,American Imperial Stout,Finback Brewery,Queens,10,180,4.39
Double Dry Hopped Forever Simcoe,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,160,4.39
Mosaic + Motueka DIPA,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,77,4.39
Citra + Galaxy,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,62,4.39
Triangle Test with T-90 Citra,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8,42,4.39
Always and Forever - Double Dry-Hopped,American Imperial IPA,Other Half Brewing Co.,Brooklyn,7.8,37,4.39
Mother Of All Bombs,American Imperial IPA,District 96 Beer Factory,New City,8,31,4.39
It's Like I'm Having The Most Beautiful IPA And The Most Terrible Nightmare,American Imperial IPA,Evil Twin Brewing,Brooklyn,10.5,29,4.39
Cerberus,American Stout,The North Brewery,Endicott,8,19,4.39
Merkel (Morello),American Wild Ale,Suarez Family Brewery,Hudson,5,16,4.39
Everything Is Everything,American Imperial IPA,Other Half Brewing Co.,Brooklyn,10,15,4.39
Viognier Purelake,American Wild Ale,Hudson Valley Brewery,Beacon,7,13,4.39
Eyes Without A Face,New England IPA,Root + Branch Brewing,Copiauge,6.5,13,4.39
Roll Call: EC2,American IPA,Gun Hill Brewing Company,Bronx,7.5,12,4.39
Vanilla Cappucino Pumpkin Ale,Fruit and Field Beer,Resurgence Brewing Company,Buffalo,7,12,4.39
Life and Fate II,American Imperial IPA,Root + Branch Brewing,Copiauge,8,12,4.39
"KCBC / Other Half - Different, But Same",American Imperial IPA,Kings County Brewers Collective (KCBC),Brooklyn,8,8,4.39
Wild Nothing,New England IPA,Bacchus & The Brewery at Bacchus,New Paltz,5,4,4.39
Me & The Multiverse,American Wild Ale,Finback Brewery,Queens,4.5,3,4.39
Gun Hill / Monday Night Brewing - Side Squeeze,Belgian Saison,Gun Hill Brewing Company,Bronx,5.1,3,4.39
PH2 PASSIONFRUIT SOUR,American Wild Ale,Transmitter Brewing,Brooklyn,6.3,3,4.39
Moral Turpitude,American Imperial Stout,Yonkers Brewing Co.,Yonkers,12,2,4.39
Cosmos,American Pale Ale (APA),Woodland Farm Brewery,Utica,5.4,2,4.39
Five Year Stout,American Imperial Stout,Finback Brewery,Queens,12,2,4.39
I Triple Dog Dare You,American Imperial IPA,Three Huskies Brewing,Canandaigua,10.4,2,4.39
B-Roll Imperial Stout,American Imperial Stout,Rushing Duck Brewing Company,Chester,9.3,2,4.39
IPA 7.0,American IPA,Swiftwater Brewing Company,Rochester,6.4,2,4.39
"Powder Dreams-Triple Dry Hopped, mosaic, citra and amarillo lupulin powder",New England IPA,Captain Lawrence Brewing Co.,Elmsford,10.5,1,4.39
Zeelandia,American IPA,Keg & Lantern Brewing Co,Brooklyn,6.5,1,4.39
Strawberry Milkshake IPA 001,New England IPA,Labatt Brew House,Buffalo,6.3,1,4.39
Leto - Double Stuffed Cookie,American Imperial Stout,Mortalis Brewing Co.,Avon,11.1,1,4.39
Super Key Lime Raspy,American Wild Ale,Sixpoint Brewery,Brooklyn,8.3,1,4.39
Pender's Pretty Boy IPA,American IPA,Stoneyard Brewing Company,Brockport,6,1,4.39
mc²,New England IPA,Equilibrium Brewery,Middletown,8,278,4.38
Mylar Bags,New England IPA,Other Half Brewing Co.,Brooklyn,8.8,184,4.38
Double Dry Hopped Stacks On Stacks,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,137,4.38
Double Dry Hopped Daydream In Green,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8,105,4.38
Nitro S'mores,English Sweet / Milk Stout,Southern Tier Brewing Company,Lakewood,10,78,4.38
Double Dry Hopped Dream In Green,New England IPA,Other Half Brewing Co.,Brooklyn,6.2,58,4.38
Triangle Test with T-45 Citra,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8,35,4.38
Both Sides of the Rainbow,American Imperial IPA,LIC Beer Project,Queens,8.5,31,4.38
Moonwake,American Black Ale,Hudson Valley Brewery,Beacon,8,30,4.38
Postscript,Belgian Saison,Suarez Family Brewery,Hudson,4.8,24,4.38
Double Dry Hopped All Nelson Everything,New England IPA,Other Half Brewing Co.,Brooklyn,8.5,23,4.38
Citra + Idaho 7,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,20,4.38
Deep Orbit Andromeda,American Imperial Stout,Other Half Brewing Co.,Brooklyn,16.3,15,4.38
"We've Been Out There In Orbit (Coffee, Coconut, Macadamia Nuts)",American Imperial Stout,Other Half Brewing Co.,Brooklyn,13.5,13,4.38
Dollar and a Dream,American IPA,Other Half Brewing Co.,Brooklyn,7.5,12,4.38
120 Days Dry Aged Stout,American Imperial Stout,Evil Twin Brewing,Brooklyn,17.5,9,4.38
Austin Boysenberry,Belgian Saison,Equilibrium Brewery,Middletown,6,9,4.38
Sayonara,American Wild Ale,Bacchus & The Brewery at Bacchus,New Paltz,6,8,4.38
Swiftwater / Mortalis - Boat Drinks,American Wild Ale,Swiftwater Brewing Company,Rochester,6,6,4.38
Double Dry Hopped Dollar Slice with Extra Cheddar,American IPA,Other Half Brewing Co.,Brooklyn,7.5,5,4.38
Tropic Thunder,American Pale Ale (APA),Peekskill Brewery,Peekskill,5.4,5,4.38
Morning Timber,American Imperial Stout,Beer Tree Brew Co.,Port Crane,9,3,4.38
Glow Up - Cherry,Berliner Weisse,Folksbier Brewery,Brooklyn,4,3,4.38
"Hydra - Passion Fruit, Peaches And Sweet Cherries",American Wild Ale,Mortalis Brewing Co.,Avon,7.5,3,4.38
550 Pale,Belgian Pale Ale,Roots Brewing Company,Oneonta,7.1,3,4.38
My Creation,American Brown Ale,Barrage Brewing Company,Farmingdale,?,2,4.38
Puffin Smoked Porter,Smoke Porter,Finback Brewery,Queens,6.8,2,4.38
Shave & A Haircut,American Imperial IPA,Hudson Brewing Company,Hudson,8.4,2,4.38
Grandma Kisses Raspberry Sour Ale,American Wild Ale,Long Ireland Beer Company,Riverhead,5.2,2,4.38
The King's Ransom,Russian Imperial Stout,Other Half Brewing Co.,Brooklyn,10.2,2,4.38
Pilsner,German Pilsner,Rocky Point Artisan Brewers (RPAB),Rocky Point,5,2,4.38
Peppercorn Rye Pale Ale,Rye Beer,Ellicottville Brewing Co.,Fredonia,6.8,1,4.38
Other Half / Cellarmaker - Porto Tuxedo,American Barleywine,Other Half Brewing Co.,Brooklyn,10.8,1,4.38
My Man Sam NEIPA,New England IPA,Noble Shepherd Craft Brewery,Bloomfield,6.8,1,4.38
Udderly Smoove,English Sweet / Milk Stout,Prison City Pub & Brewery,Auburn,10.5,1,4.38
Shawangunk Brown Ale,American Brown Ale,Rough Cut Brewing Co.,Kerhonkson,?,1,4.38
Cuvée De Castleton,American Wild Ale,Captain Lawrence Brewing Co.,Elmsford,8.4,570,4.37
Michigan Maple Jesus,American Imperial Stout,Evil Twin Brewing,Brooklyn,12,453,4.37
Flaming Fury,American Wild Ale,Captain Lawrence Brewing Co.,Elmsford,8,282,4.37
Maple Bourbon Barrel-Aged Imperial Mexican Biscotti Cake Break,American Imperial Stout,Evil Twin Brewing,Brooklyn,10.5,98,4.37
Hollows,American Imperial IPA,LIC Beer Project,Queens,8.5,87,4.37
Amulet Sour IPA,American Wild Ale,Hudson Valley Brewery,Beacon,7,56,4.37
Chimera Imperial Oat Cream IPA,New England IPA,Other Half Brewing Co.,Brooklyn,8.7,52,4.37
Peach Silhouette,American Wild Ale,Hudson Valley Brewery,Beacon,5,48,4.37
Double Dry Hopped Motueka + Galaxy,American Imperial IPA,Other Half Brewing Co.,Brooklyn,8.5,33,4.37
Triple Candy,American Imperial IPA,LIC Beer Project,Queens,9,31,4.37
